"age_NA","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anagallis t.","Anthemideae undif.","Anthoceros t.","Apiaceae undif.","Apium t.","Artemisia","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Buxus","Calligonum","Calluna","Campanulaceae","Cannabaceae undif.","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Cedrus","Celtis","Centaurea","Centranthus t.","Cichorieae","Cistaceae","Convolvulaceae","Cornus","Corydalis","Corylus","Cotinus coggygria","Crassulaceae","Cupressaceae","Cuscuta","Cyclamen","Cyperaceae","Datisca cannabina","Dipsacaceae","Ephedra","Erica t.","Euphorbia t.","Fabaceae Undif.","Faboideae Undif.","Fagus","Fern","Fern-Equisetophyta","Fern-Lycopodiaceae","Filipendula t.","Fontanesia","Frangula","Fraxinus","Galium t.","Gentiana t.","Geranium","Hedera","HippophaÃ«","Hippuris","Hydrocharitaceae","Hypecoum","Hypericum undif.","Ilex","Juglans","Juncaceae","Lamiaceae undif.","Lemnaceae","Linum t.","Liquidambar","Loranthus","Lysimachia","Lythrum","Menyanthes","Mercurialis","Morella","Morus","Musci","Myriophyllum spicatum/verticillatum t.","Nuphar","Nymphaea","Nymphoides","Olea t.","Onagraceae","Ononis t.","Papaver t.","Periploca","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Platanus","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Populus","Potamogeton","Potentilla t.","Prunus t.","Pterocarya","Punica granatum","Quercus evergreen","Quercus subgen. Cerris","Ranunculaceae undif.","Rhododendron","Roemeria","Rosa t.","Rosaceae undif.","Rumex t.","Ruta","Salix","Sambucus","Sanguisorba t.","Scrophulariaceae t.","Scrophulariaceae undif.","Secale","Solanum","Sparganium","Tamarix","Taxus","Thalictrum","Theligonum","Tilia","Trapa natans","Trifolium t.","Typha","Ulmus t.","Unknown","Urtica t.","Verbena t.","Viburnum","Viscum","Vitis","Zea"
NA,NA,NA,"740"," 21","  0","  0","  0","395","  1","  0","  0","  1","  0","  1","  0","  0","  0","  0","  1","  0","  1","  0","  0","  0","  0","  1","  0"," 48","  0","  5","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 34","  0","  0","  4","  0","  0"," 12","  0","  0","  0","  8","  0","  0","  0","130"," 87","  1","  0","  0","  0","  0"," 12","  1","  0","  0","  0","  0","  0","  0","  0","  1","  0"," 16","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  2","  0","  0","  0","  1","  1","  0","  0","  0","144","  0","  4"," 43"," 62","  1","  0","  0","  0","  0","  0","  0","  0","  0","122","  3","  0","  0","  0","  0","  0","  0","  3","  0","  0","  0","  0","  0","  0","  7","  0","  0","  0","  0","  2","  3","  0","  0"," 32","  0","  1","  0","  0","  0"," 21","  0"
NA,NA,NA,"1185","  37","   0","   0","   0"," 190","   4","   0","   0","   0","   0","   2","   1","   6","   0","   0","   1","   0","   0","   0","   0","   0","   0","   3","   0","  36","   0","  38","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   4","   0","   0","  20","   1","   1","   0","   2","   0","   0","   0"," 118"," 132","   2","   0","   0","   0","   0","   2","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","  20","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   6","   0","   0","   0","   0","   0","   0","   0","   0"," 168","   0","   4","  34","  22","   3","   0","   0","   1","   0","   0","   0","   0","   0"," 146","   1","   0","   0","   0","   0","   2","   0","  11","   0","   0","   0","   0","   0","   0","   7","   0","   0","   0","   0","   1","   0","   0","   0","   1","   0","   0","   0","   0","   0","   3","   0"
NA,NA,NA,"540"," 14","  1","  0","  0","114","  2","  0","  0","  0","  0","  1","  0","  3","  2","  0","  2","  0","  0","  0","  0","  0","  0","  1","  0"," 60","  1","  9","  0","  1","  0","  0","  1","  0","  0","  0","  0"," 17","  0","  0","  2","  0","  0","  4","  0","  0","  0","  1","  0","  0","  0","126"," 17","  0","  0","  0","  0","  0"," 24","  1","  0","  0","  1","  0","  0","  0","  0","  0","  0","  4","  0","  0","  1","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","143","  0","  1"," 11","  8","  1","  0","  0","  0","  0","  0","  0","  0","  0"," 78","  1","  0","  0","  0","  0","  0","  0"," 10","  0","  0","  0","  0","  1","  0","  3","  0","  0","  0","  0"," 21","  0","  0","  0"," 14","  0","  0","  0","  0","  0","  4","  0"
NA,NA,NA,"1290","  20","   0","   0","   0"," 159","   0","   0","   0","   0","   0","   1","   0","   3","   0","   0","   4","   0","   0","   0","   0","   0","   0","   4","   0","  29","   1","  77","   0","   0","   1","   0","   2","   0","   0","   0","   0","   2","   0","   0","   1","   0","   0","  39","   1","   0","   0","   4","   0","   0","   0","  79","  72","   1","   0","   0","   0","   0","   3","   0","   0","   0","   6","   0","   0","   0","   0","   0","   0","  15","   0","   1","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0"," 145","   0","   2","  34","  18","   3","   0","   0","   0","   0","   0","   0","   0","   0","  88","   1","   0","   0","   0","   0","   3","   0","  20","   0","   0","   1","   0","   0","   0","   4","   0","   0","   0","   0","   1","   0","   0","   0","   4","   2","   0","   0","   1","   0","   4","   0"
NA,NA,NA,"600"," 13","  0","  0","  0","121","  1","  0","  0","  1","  0","  0","  0","  4","  0","  0","  1","  1","  2","  0","  0","  0","  0","  2","  0"," 54","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 14","  0","  0","  3","  0","  0","  1","  0","  0","  0","  3","  0","  0","  0"," 67"," 36","  0","  0","  0","  0","  0","  7","  1","  0","  0","  1","  0","  0","  0","  0","  0","  0","  4","  0","  0","  0","  1","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  3","  0","239","  0","  1"," 11","  8","  2","  0","  0","  0","  0","  0","  0","  0","  0","131","  1","  0","  0","  0","  0","  1","  0"," 31","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0"," 10","  0","  0","  0"," 20","  2","  0","  0","  0","  0","  5","  0"
NA,NA,NA,"380"," 11","  0","  0","  0"," 65","  0","  0","  0","  1","  0","  1","  0","  3","  1","  1","  1","  0","  0","  0","  0","  0","  0","  0","  0"," 82","  1","  4","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 10","  0","  0","  5","  0","  0","  5","  0","  0","  0","  1","  0","  0","  0","221"," 27","  0","  0","  1","  0","  0","  3","  1","  0","  0","  2","  0","  0","  0","  0","  0","  1","  3","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  1","  0","111","  0","  4"," 13","  9","  2","  0","  0","  4","  0","  0","  0","  0","  1"," 98","  0","  0","  0","  0","  0","  1","  0"," 19","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0"," 17","  0","  0","  0"," 19","  0","  0","  0","  0","  0","  1","  0"
NA,NA,NA,"520"," 22","  0","  0","  0","216","  2","  0","  0","  1","  0","  1","  0","  4","  0","  1","  3","  0","  0","  0","  0","  0","  0","  0","  0","106","  0","  2","  0","  0","  0","  0","  1","  0","  0","  0","  0"," 29","  0","  0"," 13","  0","  0"," 13","  0","  0","  0","  2","  0","  0","  0","312"," 21","  0","  0","  0","  0","  0"," 22","  0","  0","  0","  0","  0","  0","  0","  0","  1","  1","  9","  1","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  1","  2","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","210","  1","  2"," 46"," 12","  0","  0","  1","  0","  0","  0","  0","  0","  1","207","  1","  0","  0","  0","  0","  1","  0"," 20","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 53","  0","  0","  0"," 18","  0","  0","  0","  0","  0","  3","  0"
NA,NA,NA,"1095","   5","   0","   0","   0"," 123","   3","   0","   0","   1","   0","   0","   0","   1","   1","   1","   1","   0","   0","   0","   0","   1","   0","   2","   0","  31","   0","  21","   0","   0","   0","   0","   0","   0","   0","   0","   0","   9","   0","   0","  11","   0","   0","  15","   0","   1","   0","   5","   0","   0","   0","  58","  40","   0","   0","   0","   0","   0","   0","   1","   1","   0","   1","   0","   0","   0","   0","   0","   0","  10","   0","   1","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   3","   0","   0","   0","   0","   0","   0","   0","   0","  84","   1","   2","  16","  22","   3","   0","   0","   0","   0","   0","   0","   0","   0","  90","   1","   0","   0","   0","   0","   3","   0","   1","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   5","   2","   0","   0","   0","   0","   4","   0"
NA,NA,NA,"1000","   7","   0","   0","   0"," 172","   7","   0","   0","   0","   0","   0","   0","   1","   0","   0","   4","   0","   0","   0","   0","   0","   0","   1","   0","  86","   1","  16","   0","   0","   0","   0","   0","   1","   0","   0","   0","   9","   0","   0","   2","   0","   0","   7","   1","   1","   0","   1","   0","   0","   0","  81","  64","   0","   0","   0","   0","   0","  20","   1","   0","   0","   1","   0","   0","   0","   0","   1","   0","   6","   0","   0","   0","   0","   0","   1","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0"," 546","   0","   2","  32","  13","   2","   1","   0","   0","   0","   0","   0","   0","   0"," 114","   1","   0","   0","   0","   0","   0","   0","   7","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   5","   0","   0","   0","  17","   4","   1","   0","   0","   0","   6","   0"
NA,NA,NA,"1160","  30","   0","   0","   0"," 173","   4","   0","   0","   4","   0","   0","   0","   2","   0","   0","   1","   0","   0","   0","   0","   0","   0","   5","   0","  20","   0","  25","   0","   1","   0","   1","   2","   1","   0","   0","   0","   5","   0","   0","   5","   0","   0","  31","   0","   0","   0","   5","   0","   0","   0","  79","  78","   1","   0","   0","   1","   0","   1","   0","   0","   1","   1","   0","   0","   0","   0","   0","   0","  11","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0"," 111","   0","   4","  30","  28","   1","   0","   1","   0","   0","   1","   0","   0","   0"," 101","   1","   0","   0","   0","   0","   0","   0","  11","   0","   0","   0","   0","   1","   0","   4","   0","   0","   1","   0","   0","   0","   0","   0","   6","   0","   0","   0","   0","   0","   3","   0"
NA,NA,NA,"840"," 14","  0","  0","  0","164","  2","  0","  0","  0","  0","  2","  0","  8","  0","  0","  1","  0","  0","  0","  0","  0","  0","  3","  2"," 24","  0","  3","  1","  0","  1","  0","  0","  0","  0","  0","  0"," 11","  0","  0","  3","  0","  0","  4","  0","  0","  0","  3","  0","  0","  0","100"," 35","  0","  0","  0","  0","  0","  5","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  7","  0","  1","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","225","  0","  3"," 29"," 53","  5","  0","  0","  0","  0","  0","  0","  0","  0"," 91","  0","  0","  0","  0","  1","  1","  0","  8","  0","  1","  0","  0","  1","  0","  0","  0","  0","  1","  0","  3","  0","  0","  0"," 10","  6","  1","  0","  1","  0"," 22","  0"
NA,NA,NA,"400","  7","  0","  0","  0"," 88","  1","  0","  0","  1","  0","  1","  0","  8","  1","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","147","  0","  2","  0","  0","  0","  0","  1","  0","  0","  0","  0"," 16","  0","  0","  1","  0","  0","  6","  0","  0","  0","  5","  0","  0","  0","272"," 37","  0","  0","  0","  0","  0"," 10","  1","  0","  0","  3","  0","  0","  0","  0","  0","  1","  5","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  3","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","120","  0","  4"," 14"," 12","  1","  0","  0","  0","  0","  2","  0","  0","  0","103","  0","  0","  0","  0","  0","  0","  0"," 13","  0","  1","  0","  1","  0","  0","  0","  0","  1","  0","  0"," 26","  0","  0","  0"," 19","  0","  0","  0","  0","  0","  4","  0"
NA,NA,NA,"690"," 17","  0","  0","  0","201","  3","  0","  0","  1","  0","  0","  0","  2","  0","  0","  1","  1","  0","  0","  0","  0","  0","  1","  0"," 63","  0","  4","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 28","  0","  0","  6","  0","  0","  3","  0","  0","  0","  4","  0","  0","  0"," 74"," 90","  0","  0","  0","  0","  0"," 14","  1","  0","  1","  0","  0","  0","  0","  0","  0","  0"," 10","  0","  1","  0","  1","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0"," 99","  0","  2"," 28"," 27","  3","  1","  1","  0","  0","  1","  0","  0","  0"," 92","  2","  0","  0","  0","  0","  3","  0","  2","  0","  1","  0","  0","  0","  0","  4","  0","  0","  0","  0","  3","  0","  0","  0"," 18","  0","  1","  0","  0","  0"," 11","  0"
NA,NA,NA,"140"," 11","  0","  0","  0","132","  3","  0","  0","  0","  0","  0","  0","  4","  0","  2","  0","  0","  1","  0","  0","  0","  0","  1","  0"," 85","  1","  2","  1","  0","  0","  0","  0","  0","  0","  0","  0"," 12","  0","  0","  5","  0","  0","  9","  0","  0","  0","  1","  0","  0","  0","178","  6","  0","  0","  0","  0","  0","  8","  0","  0","  0","  8","  0","  0","  0","  0","  0","  0","  3","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  1","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0"," 87","  0","  5"," 68"," 13","  3","  0","  3","  1","  0","  0","  0","  0","  1"," 32","  2","  0","  0","  0","  0","  2","  0"," 59","  0","  1","  0","  0","  0","  0","  0","  0","  1","  0","  0","  9","  8","  0","  0"," 33","  2","  0","  0","  0","  3","  1","  0"
NA,NA,NA,"340"," 12","  1","  0","  0"," 93","  2","  0","  0","  2","  0","  3","  0","  5","  0","  0","  1","  0","  0","  0","  0","  0","  0","  1","  0"," 89","  0","  9","  0","  0","  0","  0","  0","  0","  0","  0","  0","  8","  0","  0","  2","  0","  0","  6","  0","  0","  0","  1","  0","  0","  0","230"," 18","  0","  0","  0","  0","  0"," 11","  0","  0","  0","  5","  0","  0","  0","  0","  0","  2","  5","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","101","  0","  5"," 26"," 29","  1","  0","  1","  2","  0","  1","  0","  0","  0"," 48","  2","  0","  0","  0","  0","  1","  0"," 10","  0","  0","  0","  1","  0","  0","  1","  0","  0","  0","  0"," 23","  0","  0","  0"," 13","  0","  0","  0","  0","  0","  3","  0"
NA,NA,NA,"575"," 16","  0","  0","  0","242","  2","  0","  0","  0","  0","  1","  0","  9","  1","  0","  2","  0","  0","  1","  0","  0","  0","  2","  0","117","  0","  8","  0","  0","  0","  0","  1","  0","  0","  0","  0"," 51","  0","  0","  7","  0","  0","  3","  0","  0","  0","  5","  0","  0","  0","127"," 49","  0","  0","  0","  0","  0","  9","  0","  0","  0","  5","  0","  0","  0","  0","  0","  0","  4","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  1","  3","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","309","  1","  6"," 16"," 33","  4","  0","  0","  0","  0","  0","  0","  0","  1","116","  3","  0","  0","  0","  0","  1","  0"," 31","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0"," 24","  0","  0","  0"," 44","  0","  0","  0","  0","  0","  8","  0"
NA,NA,NA,"1150","  14","   0","   0","   0"," 189","   2","   0","   0","   2","   0","   1","   0","   5","   1","   0","   2","   0","   0","   1","   0","   0","   0","   5","   0","  23","   2","  33","   0","   0","   0","   0","   1","   0","   0","   0","   0","   9","   0","   0","   6","   0","   0","  26","   0","   0","   0","   5","   0","   0","   0","  80","  66","   2","   0","   0","   1","   0","   5","   1","   0","   0","   4","   0","   0","   0","   0","   0","   0","  10","   0","   0","   0","   0","   0","   1","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","  95","   0","   6","  26","  35","   2","   0","   0","   1","   0","   0","   0","   0","   0"," 115","   1","   0","   0","   0","   0","   1","   0","   8","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   1","   0","   0","   0","   7","   0","   0","   0","   0","   0","   3","   0"
NA,NA,NA,"360"," 15","  0","  0","  0","116","  3","  0","  0","  0","  0","  1","  0","  8","  0","  0","  2","  0","  1","  0","  0","  0","  0","  0","  0","128","  0","  4","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 15","  0","  0","  5","  0","  0"," 14","  0","  0","  0","  2","  0","  0","  0","246"," 21","  0","  0","  0","  0","  0"," 13","  1","  0","  0","  0","  0","  0","  0","  0","  0","  3","  3","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","125","  2"," 11"," 21"," 20","  2","  0","  1","  0","  0","  0","  0","  0","  0"," 97","  1","  1","  0","  0","  0","  0","  0"," 15","  0","  0","  0","  0","  0","  0","  1","  0","  2","  0","  0"," 16","  0","  0","  0"," 26","  0","  0","  0","  0","  0","  5","  0"
NA,NA,NA,"1400","  31","   1"," 999","   0","  93","   4","   0","   0","   1","   0","   2","   0","   3","   0","   1","   0","   0","   2","   1","   0","   0","   0","   1","   0","  65","   0","   1","   0","   0","   0","   0","   1","   0","   0","   0","   0","  40","   0","   0","   1","   0","   0","  10","   0","   0","   0","   3","   1","   0","   0"," 158"," 107","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   1","   0","   0","   0","   1","   0","   0","   0","   0","  72","   0","   1","   2","  18","   0","   0","   0","   0","   1","   0","   0","   0","   1","  72","   0","   0","   0","   0","   0","   1","   0","   9","   0","   0","   0","   0","   0","   1","   1","   0","   0","   0","   0","   7","   0","   0","   0","   9","   0","   0","   0","   0","   0","   6","   0"
NA,NA,NA,"320"," 13","  3","  0","  2","187","  1","  1","  0","  1","  0","  0","  0","  4","  0","  0","  1","  0","  0","  1","  0","  0","  0","  0","  0"," 93","  1","  3","  0","  0","  0","  0","  1","  0","  0","  0","  0","  9","  0","  0","  5","  0","  0"," 14","  0","  0","  0","  0","  0","  0","  0","272"," 27","  0","  0","  0","  0","  0"," 15","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  4","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","132","  1","  1"," 28"," 38","  0","  0","  1","  1","  0","  0","  0","  0","  0"," 51","  1","  0","  0","  0","  0","  1","  0"," 25","  0","  0","  0","  1","  0","  0","  3","  0","  0","  0","  0"," 30","  0","  0","  0"," 20","  4","  0","  0","  0","  0","  3","  0"
NA,NA,NA,"560","  9","  0","  0","  0","176","  6","  0","  0","  0","  0","  0","  0","  7","  0","  0","  1","  0","  0","  1","  0","  1","  0","  4","  0","100","  0","  4","  0","  0","  0","  0","  1","  0","  0","  0","  0"," 35","  0","  0","  7","  0","  0","  4","  0","  0","  0","  6","  0","  0","  0","152"," 25","  0","  0","  0","  0","  0"," 11","  0","  0","  0","  4","  0","  0","  0","  0","  0","  1","  6","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  3","  3","  0","  1","  0","  0","  0","  0","  0","  0","  4","  0","233","  0","  3","  2"," 32","  1","  0","  1","  0","  1","  1","  0","  0","  0"," 98","  2","  0","  0","  0","  0","  2","  0"," 25","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0"," 14","  0","  0","  0"," 36","  0","  0","  0","  0","  0","  8","  0"
NA,NA,NA,"980"," 15","  0","  0","  0","182","  1","  0","  0","  2","  0","  0","  0","  8","  0","  2","  4","  0","  1","  0","  0","  0","  0","  0","  0","140","  0","  6","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 24","  0","  0","  9","  0","  0","  6","  1","  0","  0"," 10","  0","  0","  0","165"," 63","  0","  0","  0","  0","  0"," 16","  2","  0","  0","  1","  0","  0","  0","  0","  0","  0","  3","  0","  1","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  1","  0","  1","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","475","  0","  1"," 43"," 17","  2","  0","  0","  2","  0","  0","  0","  0","  2","159","  1","  0","  0","  0","  0","  1","  0"," 13","  0","  3","  0","  0","  0","  0","  5","  0","  0","  0","  0","  1","  0","  0","  0"," 29","  0","  0","  0","  0","  0","  6","  0"
NA,NA,NA,"1410","  72","   0"," 999","   0"," 112","   4","   1","   0","   1","   0","   2","   0","   5","   0","   2","   4","   0","   2","   1","   0","   0","   0","   0","   0"," 126","   0","   0","   1","   0","   1","   0","   0","   0","   0","   0","   0","  70","   0","   0","   2","   0","   0","   8","   0","   0","   0","   2","   2","   1","   0"," 423","  61","   0","   0","   1","   0","   0","   0","   2","   0","   0","   1","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 125","   0","   0","   3","  30","   4","   0","   0","   0","   0","   0","   2","   0","   1"," 117","   0","   0","   0","   0","   0","   1","   0","  10","   0","   1","   0","   1","   0","   0","   0","   0","   0","   0","   0","  22","   0","   0","   0","  16","   2","   0","   0","   0","   0","   2","   0"
NA,NA,NA,"800"," 20","  0","  0","  0"," 69","  3","  0","  0","  1","  0","  2","  0","  8","  1","  1","  0","  1","  0","  0","  0","  0","  0","  3","  0"," 18","  0","  7","  1","  0","  0","  0","  0","  0","  0","  0","  0","  4","  0","  0","  3","  0","  0","  5","  0","  0","  0","  0","  1","  5","  0"," 88","143","  1","  0","  0","  0","  0","  7","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  8","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","118","  0"," 10"," 35"," 34","  1","  0","  0","  1","  0","  0","  0","  0","  1"," 84","  0","  1","  0","  1","  0","  0","  0","  6","  0","  0","  0","  0","  0","  1","  2","  0","  0","  0","  0","  2","  0","  0","  0"," 11","  0","  0","  0","  2","  0"," 25","  0"
NA,NA,NA,"250","  3","  0","  0","  0","438","  1","  0","  0","  0","  0","  1","  0","  5","  0","  1","  1","  0","  1","  1","  0","  0","  0","  0","  0"," 68","  0","  6","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 11","  0","  0","  5","  0","  0","  6","  0","  0","  0","  0","  1","  0","  0","183"," 19","  1","  0","  0","  0","  0","  7","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  4","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 69","  1","  5"," 38"," 16","  2","  1","  1","  0","  0","  0","  0","  0","  0"," 38","  3","  1","  0","  1","  0","  3","  0"," 14","  0","  0","  0","  0","  0","  0","  0","  0","  4","  0","  0","  6","  0","  0","  1"," 30","  0","  0","  1","  0","  0","  5","  0"
NA,NA,NA,"300"," 12","  0","  0","  0","227","  0","  0","  0","  0","  0","  1","  0","  4","  0","  0","  1","  0","  0","  0","  0","  0","  0","  1","  0"," 76","  0","  3","  0","  0","  0","  0","  1","  0","  0","  0","  0","  8","  0","  0","  4","  0","  0"," 10","  0","  0","  0","  1","  0","  0","  1","242"," 15","  0","  0","  0","  0","  0","  8","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  2","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  2","  0","  2","  0","  0","  0","  0","  0","  0","  1","  0"," 99","  0","  2"," 22"," 17","  0","  0","  1","  0","  0","  0","  0","  0","  1"," 67","  3","  0","  0","  0","  0","  3","  0"," 34","  0","  0","  0","  1","  0","  0","  2","  0","  0","  0","  0"," 15","  0","  0","  0"," 19","  2","  1","  0","  0","  0","  6","  0"
NA,NA,NA,"700"," 20","  0","  0","  0","286","  2","  0","  0","  1","  0","  5","  0","  4","  0","  1","  2","  1","  0","  0","  0","  1","  0","  4","  0"," 79","  0","  3","  0","  0","  0","  0","  0","  1","  0","  0","  0"," 38","  0","  0","  2","  0","  0","  6","  0","  0","  0","  6","  0","  0","  0"," 93"," 93","  0","  0","  0","  0","  0"," 20","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0"," 11","  0","  1","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  3","  0","  0","  0","  1","  0","  0","  0","  0","  1","  0","  0","  0","132","  0","  3"," 44"," 35","  0","  0","  0","  1","  1","  0","  0","  0","  1","168","  1","  0","  0","  0","  0","  1","  0","  5","  0","  1","  0","  0","  0","  0","  5","  0","  0","  0","  0","  4","  1","  0","  0"," 16","  0","  0","  0","  0","  0"," 18","  0"
NA,NA,NA,"860"," 10","  1","  0","  0","124","  1","  0","  0","  1","  0","  0","  0","  7","  1","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 23","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 15","  0","  0","  1","  0","  0","  6","  0","  0","  0","  5","  0","  0","  0"," 71"," 59","  0","  0","  0","  0","  0"," 12","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  6","  0","  0","  0","  0","  0","  0","  0","  1","  0","  1","  0","  0","  0","  1","  0","  1","  0","  3","  0","  0","  0","  0","  0","  0","  0","  0","167","  0","  7"," 23"," 59","  5","  0","  0","  1","  0","  1","  0","  0","  1"," 77","  2","  0","  0","  0","  0","  3","  0"," 14","  0","  1","  0","  0","  0","  1","  3","  0","  0","  0","  0","  3","  0","  0","  0","  4","  4","  0","  0","  0","  0"," 16","  0"
NA,NA,NA,"1380","  38","   0"," 999","   1"," 152","   3","   1","   0","   3","   0","   1","   0","   4","   0","   0","   5","   0","   0","   0","   0","   0","   0","   1","   0"," 102","   1","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","  73","   0","   0","   2","   0","   0","  16","   0","   1","   0","   4","   0","   0","   0"," 315","  96","   2","   0","   1","   1","   0","   3","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   3","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0"," 111","   0","   2","   0","  23","   4","   0","   0","   1","   0","   0","   0","   0","   0"," 190","   3","   0","   0","   0","   0","   1","   0","  10","   0","   0","   0","   1","   0","   0","   2","   0","   0","   0","   0","  33","   0","   0","   0","  20","   0","   0","   0","   0","   0","   3","   0"
