"age_NA","ageolder_BP","ageyounger_BP","depth","Abies","Acanthus","Acer","Aesculus","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anagallis t.","Anthemideae undif.","Anthoceros t.","Apiaceae undif.","Apium t.","Aristolochia","Artemisia","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Calluna","Campanulaceae","Cannabaceae undif.","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Cedrus","Celastraceae undif.","Centaurea","Cichorieae","Cistaceae","Clematis-type","Convolvulaceae","Corylus","Cupressaceae","Cuscuta","Cyclamen","Cyperaceae","Datisca cannabina","Dipsacaceae","Echinops","Elaeagnus","Ephedra","Erica t.","Erodium","Euphorbia t.","Fabaceae Undif.","Faboideae Undif.","Fagopyrum","Fagus","Fern","Fern-Equisetophyta","Fumaria","Galium t.","Geranium","Hedera","Hibiscus","HippophaÃ«","Hypericum undif.","Juglans","Lamiaceae undif.","Ligustrum","Linum t.","Lotus t.","Lysimachia","Malva","Menyanthes","Mercurialis","Musci","Myriophyllum spicatum/verticillatum t.","Nuphar","Nymphaea","Olea t.","Onagraceae","Ononis t.","Persicaria t.","Petaloid monocot","Picea","Pinus undif.","Pistacia","Plantago","Platanus","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Populus","Potentilla t.","Prunus t.","Pterocarya","Punica granatum","Quercus evergreen","Quercus subgen. Cerris","Ranunculaceae undif.","Rhamnus","Rosa t.","Rosaceae undif.","Rumex t.","Salix","Sambucus","Sanguisorba t.","Scrophulariaceae undif.","Sparganium","Spergularia t.","Tamarix","Taxus","Thalictrum","Theligonum","Thymelaeaceae undif.","Tilia","Trifolium t.","Typha","Ulmus t.","Unknown","Urtica t.","Valerianella","Viburnum","Vitis","Zea","Zygophyllum t."
NA,NA,NA,"770","  1","  0","  0","  0","  0","  0","  1"," 71","  0","  0"," 10","  1","  4","  0","  0","150"," 28","  0","  0","  0","  1","  0","  0","  0","  9","  1","  9","  0","  3","  0","  9","154","  0","  0","  0","  4","  1","  0","  0"," 52","  0","  0","  0","  0","  4","  0","  0","  0","  0","  0","  0","  0"," 34","  0","  0","  2","  1","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 47","  0","  2","  0","  0"," 23","  1"," 11","  0","  0","  0","  0","  0","  1","  6","  0","  0","  0","  0","  0","  0","  0","  1","  0","  4","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  8","  0","  0","  0","  0","  0","  0"
NA,NA,NA," 85","  0","  0","  0","  0","  1","  0","  0","140","  2","  0","  4","  0","  6","  0","  0"," 27","  8","  0","  0","  0","  1","  0","  0","  0"," 80","  1","  8","  1","  1","  0"," 22"," 17","  0","  0","  0","  2","  2","  0","  0"," 68","  0","  1","  0","  0","  0","  0","  0","  3","  0","  1","  0","  4","  5","  0","  0","  3","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","399","  0","  1","  0","  0"," 39","  4"," 12","  0","  0","  1","  0","  0","  0","  0","178","  0","  0","  0","  1","  1","  0","  0","  0","171","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  1","  0","  1","  0"
NA,NA,NA,"780","  2","  0","  0","  0","  0","  0","  3"," 94","  0","  0","  3","  0","  6","  0","  0"," 48"," 30","  1","  0","  0","  0","  0","  0","  0","  6","  0","  8","  0","  4","  0"," 18","139","  0","  0","  0","  3","  1","  0","  0"," 83","  0","  2","  0","  0","  2","  0","  0","  1","  1","  0","  0","  2"," 23","  0","  0","  2","  1","  0","  0","  0","  0","  0","  1","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 48","  0","  0","  0","  0"," 54","  1","  9","  0","  0","  0","  0","  0","  0","  5","  0","  0","  0","  0","  1","  0","  0","  1","  0","  2","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
NA,NA,NA,"540","  0","  0","  0","  0","  0","  0","  1"," 59","  0","  0","  4","  0"," 14","  0","  0","182"," 42","  3","  1","  0","  1","  0","  0","  0"," 10","  1","  6","  1","  1","  0"," 59","195","  0","  0","  0"," 11","  1","  0","  0","223","  0","  1","  0","  0","  2","  1","  0","  0","  0","  0","  0","  1"," 26","  1","  0","  4","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","162","  0","  6","  1","  0","  7","  0","  8","  0","  0","  0","  0","  0","  0","  5","  2","  0","  0","  0","  0","  0","  0","  6","  0","  5","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0"
NA,NA,NA,"320","  0","  0","  0","  0","  0","  0","  0","  7","  0","  0","  3","  0","  2","  1","  0"," 12","  8","  6","  7","  0","  0","  0","  0","  0","  2","  6","  4","  1","  1","  0","  3"," 26","  1","  0","  2","  7","  0","  0","  0","  8","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 13","  9","  0","  0","  0","  0","  0","  0","  0","  0","  3","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","215","  0","  5","  0","  0","  4","  1","  0","  0","  0","  0","  0","  0","  0"," 44","  2","  0","  0","  2","  0","  2","  1","  3","  1","  1","  0","  0","  0","  0","  0","  0","  0","  0"," 31","  0"," 44","  0","  0","  0","  0","  0","  0"
NA,NA,NA,"365","  0","  0","  0","  0","  0","  0","  4","  5","  0","  0"," 12","  0","  4","  0","  0"," 13","  3","  0","  4","  0","  2","  0","  0","  0","  2","  5","  4","  0","  2","  0","  1","  1","  0","  0","  0"," 20","  3","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 33","  7","  0","  0","  4","  0","  0","  0","  0","  0","  2","  3","  1","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0"," 15","  0","  0","  0","  0","  0","249","  0","  0","  0","  0","  3","  0"," 10","  0","  0","  1","  0","  0","  1"," 35","  2","  0","  0","  1","  1","  0","  0","  2","  0","  3","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  4","  0","  0","  0","  2","  0","  0"
NA,NA,NA,"805","  1","  0","  0","  0","  0","  0","  3","179","  0","  0","  7","  0","  7","  0","  0","234"," 29","  0","  0","  0","  1","  0","  0","  0"," 12","  0"," 16","  0","  0","  0","  8"," 93","  0","  0","  2","  9","  0","  0","  0","267","  0","  6","  0","  0","  5","  0","  0","  1","  1","  0","  0","  3"," 21","  0","  0","  2","  0","  0","  0","  0","  0","  0","  4","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  1","  0"," 66","  0","  0","  0","  0"," 46","  6"," 31","  0","  0","  0","  0","  0","  0"," 20","  1","  0","  0","  0","  0","  0","  0","  3","  0","  3","  0","  0","  0","  1","  0","  0","  0","  1","  1","  0","  0","  0","  1","  0","  0","  0","  0"
NA,NA,NA,"560","  0","  0","  0","  0","  0","  2","  2"," 23","  0","  0","  1","  0"," 11","  0","  0"," 85"," 19","  1","  0","  0","  2","  0","  0","  0","  6","  2","  3","  0","  3","  0"," 59"," 98","  0"," 10","  0","  7","  0","  0","  0","272","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 27","  0","  0","  5","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","136","  0","  1","  0","  0"," 18","  3","  7","  1","  0","  0","  0","  0","  0","  4","  5","  0","  0","  0","  0","  0","  0","  3","  0","  2","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  2","  0","  1","  1","  0","  0","  0"
NA,NA,NA,"155","  0","  0","  0","  0","  0","  0"," 16","  2","  0","  0","  1","  0","  9","  0","  0"," 12","  8","  0","  1","  0","  1","  0","  0","  0","  1","  2","  9","  1","  0","  1"," 12","  2","  1","  0","  0"," 20","  1","  0","  0","  8","  0","  1","  0","  0","  0","  0","  0","  8","  0","  0","  0"," 10"," 27","  0","  0","  0","  0","  0","  0","  0","  1","  3","  3","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","507","  0","  1","  0","  0","  1","  0","  7","  0","  0","  0","  1","  0","  1","  7","  0","  0","  0","  0","  1","  0","  0","  0","  0","185","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  1","  0","  1","  0","  4","  0","  0"
NA,NA,NA,"900","  0","  0","  0","  0","  0","  0","  0"," 76","  0","  0","  1","  0","  2","  0","  0"," 26"," 28","  4","  1","  0","  2","  0","  0","  0","  2","  0"," 27","  0","  0","  0"," 20"," 80","  0","  0","  3"," 10","  2","  0","  0"," 52","  0","  1","  0","  0","  3","  0","  2","  0","  1","  0","  0","  2","  5","  0","  0","  1","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 37","  0","  0","  0","  0"," 41","  4","  7","  0","  0","  0","  0","  0","  0"," 15"," 25","  1","  0","  0","  0","  0","  0","  0","  1","  3","  0","  0","  0","  0","  0","  0","  6","  0","  2","  1","104","  0","  0","  0","  0","  0","  0"
NA,NA,NA,"890","  0","  0","  0","  0","  0","  0","  2","110","  0","  0","  4","  0","  4","  0","  0","125"," 34","  3","  0","  0","  2","  0","  0","  0","  8","  1"," 17","  0","  1","  0"," 13","118","  0","  0","  3","  8","  2","  0","  0","163","  0","  1","  0","  0","  4","  0","  0","  1","  0","  0","  0","  0"," 28","  0","  0","  2","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 30","  0","  1","  0","  0"," 53","  9","  7","  0","  0","  0","  0","  0","  0"," 14","  6","  0","  0","  0","  0","  0","  0","  2","  0","  3","  0","  0","  1","  0","  1","  0","  3","  0","  2","  0","  0","  0","  1","  0","  0","  0","  0"
NA,NA,NA,"870","  1","  0","  0","  0","  0","  0","  4"," 58","  0","  0","  4","  0","  6","  0","  0","134"," 24","  2","  0","  0","  1","  0","  0","  0","  2","  0"," 88","  0","  2","  0","  4"," 64","  0","  0","  2"," 12","  1","  0","  0"," 38","  0","  2","  0","  0","  2","  0","  0","  0","  0","  0","  0","  4"," 38","  0","  0","  4","  7","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0"," 36","  0","  0","  0","  0","158","  4"," 23","  0","  0","  0","  0","  0","  0","  9","142","  0","  0","  0","  0","  1","  0","  1","  0","  1","  0","  0","  0","  0","  0","  0","  2","  2","  0","  1","  4","  0","  4","  0","  1","  0","  0"
NA,NA,NA,"820","  0","  0","  0","  1","  0","  0","  2"," 63","  0","  0","  5","  0","  2","  0","  0"," 91"," 19","  1","  0","  0","  0","  0","  0","  0","  7","  0","  8","  0","  2","  0","  6"," 24","  0","  0","  3","  1","  3","  0","  0","155","  0","  1","  0","  0","  0","  0","  0","  0","  1","  0","  1","  3"," 18","  0","  0","  1","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 39","  1","  0","  0","  0"," 53","  4"," 24","  0","  1","  0","  0","  0","  0","  4","  3","  0","  0","  0","  1","  1","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  4","  0","  1","  0","  0","  0","  0"
NA,NA,NA,"300","  0","  0","  0","  0","  0","  0","  4","  3","  0","  0","  1","  0","  5","  0","  0","  9"," 12","  0","  3","  0","  1","  0","  0","  0","  2","  2","  8","  3","  1","  0","  9"," 12","  2","  0","  1","  9","  1","  0","  0","  3","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 20"," 15","  0","  0","  1","  0","  0","  0","  0","  0","  3","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","239","  0","  5","  0","  0","  1","  2","  3","  0","  0","  0","  1","  0","  0"," 15","  0","  0","  0","  0","  1","  0","  1","  1","  0","  2","  0","  0","  0","  0","  0","  0","  0","  1","616","  1","  2","  0","  1","  0","  1","  0","  0"
NA,NA,NA,"185","  0","  0","  0","  0","  0","  0","  3"," 14","  3","  0","  8","  0","  8","  0","  0","230","  3","  2","  1","  0","  3","  0","  0","  0","  5","  1","  8","  0","  2","  0"," 19","  2","  6","  0","  0","  5","  0","  0","  0"," 14","  0","  1","  0","  0","  1","  0","  0","  0","  0","  0","  2","  2","101","  0","  0"," 12","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  5","  0"," 12","  0","  0","  0","  0","  0","  0","234","  0"," 21","  0","  2","  2","  3"," 19","  0","  0","  0","  0","  0","  0","  5"," 27","  0","  0","  0","  0","  1","  0","  7","  0","241","  0","  0","  0","  0","  0","  0","  0","  1","  3","  0","  2","  0"," 17","  1","  3","  0","  0"
NA,NA,NA,"350","  1","  0","  0","  0","  0","  0","  4","  8","  0","  0"," 19","  0"," 16","  0","  1"," 16"," 11","  0","  2","  0","  9","  0","  0","  0","  1","  1","  7"," 14","  1","  0"," 13"," 75","  7","  0","  2"," 11","  3","  0","  0","  5","  0","  3","  1","  0","  0","  0","  0","  0","  1","  0","  0"," 24","  3","  0","  0"," 16","  0","  1","  0","  0","  0","  4","  8","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  2","  0","225","  0"," 19","  1","  0","  8","  4"," 27","  0","  0","  0","  3","  0","  0"," 26","  2","  0","  0","  0","  1","  1","  1"," 20","  0","  9","  0","  0","  0","  0","  0","  0","  0","  2","  1","  1","  6","  0","  0","  1","  2","  0","  0"
NA,NA,NA,"400","  0","  0","  0","  0","  0","  1"," 17"," 36","  1","  1"," 23","  0"," 13","  0","  0"," 98"," 16","  3","  4","  1","  2","  0","  1","  0","  3"," 13"," 11","  8","  0","  0"," 10"," 56","  1","  2","  1"," 40"," 11","  0","  0"," 25","  0","  0","  0","  0","  2","  0","  0","  0","  1","  0","  0"," 12"," 33","  0","  0","  4","  0","  0","  0","  0","  0","  5","  3","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","  1","  0","  0","  1","259","  0"," 21","  3","  0"," 35","  8"," 24","  0","  0","  0","  0","  0","  0"," 79","  4","  0","  0","  0","  2","  7","  0","  8","  0"," 25","  0","  0","  0","  1","  0","  0","  1","  0","  2","  3"," 12","  0","  0","  1","  3","  0","  2"
NA,NA,NA,"415","  0","  0","  0","  0","  0","  1","  4"," 29","  3","  0"," 16","  0"," 18","  0","  0","115"," 16","  1","  1","  1","  3","  0","  0","  0","  3","  5"," 11"," 10","  2","  0"," 19"," 85","  3","  0","  0"," 16"," 10","  0","  0"," 70","  0","  2","  0","  1","  2","  0","  0","  0","  0","  0","  0","  6"," 67","  1","  1"," 15","  0","  0","  0","  0","  0","  6","  4","  0","  0","  0","  1","  0","  0","  3","  0","  0","  0","  0","  4","  0","  0","  0","  0","  0","385","  0"," 30","  0","  0"," 78","  6"," 22","  0","  0","  0","  0","  0","  2"," 60","  4","  0","  0","  0","  1","  2","  1"," 12","  0","255","  0","  1","  0","  0","  0","  0","  0","  3","  1","  2","  6","  0","  1","  2","  1","  0","  0"
NA,NA,NA,"380","  1","  0","  0","  0","  0","  0"," 27"," 24","  4","  0"," 21","  0"," 18","  0","  0"," 88"," 20","  0","  7","  0","  1","  0","  1","  0","  9","  7"," 19"," 13","  2","  0"," 21"," 56","  0","  0","  1"," 39","  2","  0","  0"," 16","  0","  0","  0","  0","  2","  0","  0","  1","  6","  0","  0"," 13"," 24","  0","  0"," 14","  0","  0","  0","  1","  0","  3","  4","  0","  0","  1","  0","  0","  0","  2","  0","  0","  0","  0","  2","  0","  1","  0","  0","  1","253","  0"," 28","  0","  0"," 30","  9"," 40","  0","  0","  1","  3","  0","  0"," 48"," 11","  0","  1","  1","  4","  4","  0"," 16","  0","  5","  0","  0","  0","  0","  0","  0","  2"," 10","  1","  0","  2","  0","  0","  0","  2","  0","  0"
