"sample_name","depth","Hagenia","Acacia t.","Acalypha","Acanthaceae undif.","Acanthus","Adenium","Aerva type","Aizoaceae t.","Alchemilla t.","Allophylus t.","Amaranthaceae undif.","Anthoceros t.","Anthospermum","Apiaceae undif.","Apodytes dimidiata","Araliaceae undif.","Artemisia","Asteroideae undif.","Balanites","Bersama","Brassicaceae","Buxus","Caesalpiniaceae undif.","Capparaceae undif.","Cardueae undif.","Carissa","Caryophyllaceae undif.","Caucanthus","Celastraceae/Hippocrateaceae undiff.","Celtis","Centaurea","Cichorieae","Cissus t.","Clematis-type","Combretaceae","Commelina","Commiphora","Crassocephalum-type montuosum","Cucurbitaceae undif.","Cupressaceae","Cussonia","Cyperaceae","Digera-type muricata","Diospyros/Euclea t.","Dipsacaceae","Dodonaea","Dombeya","Dyschoriste-type","Ekebergia","Ephedra","Erica t.","Euphorbia t.","Euphorbiaceae undif.","Fabaceae Undif.","Fern","Ficus","Galiniera","Grewioideae","Gunnera perpensa","Hydrocotyle","Hypericum undif.","Hyphaene t.","Hypoestes t.","Ilex","Indeterminable","Ipomoea","Isoglossa","Jatropha/Croton","Kohautia","Lamiaceae undif.","Lannea","Macaranga","Maesa","Malva undif.","Menispermaceae undif.","Mimulopsis-type","Mitragyna/Hallea","Monoletes","Morella","Myriophyllum alterniflorum t.","Myrsine africana","Nuxia t.","Nymphaea","Olea t.","Petaloid monocot","Phoenix t.","Phyllanthus amarus","Phytolacca","Pilea-type bambuseti","Pinus undif.","Plantago","Poaceae","Podocarpus","Polygala","Polygonum t.","Polyscias","Portulacaceae t.","Potamogeton","Proteaceae","Prunus t.","Psydrax","Ranunculaceae undif.","Resedaceae undiff.","Rhamnaceae undif.","Ricinus","Rosa t.","Rubia-type","Rubiaceae undif.","Rumex t.","Salix","Sapindaceae undif.","Sapotaceae undif.","Scrophulariaceae undif.","Searsia","Securinega  t.","Solanaceae undif.","Solanum","Steganotaenia-type","Stoebe kilimandscharica-type","Swertia-type kilimandscharica","Syzygium t.","Tacazzea","Tamarix","Tarenna-type graveolens","Teclea","Thalictrum","Thymelaeaceae undif.","Trema","Tribulus","Trichocladus ellipticus-type","Trilepisium","Triletes","Typha","Urtica t.","Vahlia","Vepris-type daniellii","Vernonieae","Zanthoxylum"
NA,"2325",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   1","   7","   9","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0","   1","   0","   0","   0","   0","   0","   0"," 142","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","  10","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  20","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  28","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 181"," 120","   6","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","  12","   0","   0","   0","   0","   0"
NA,"2350",NA,"   0","   0","   0","   0","   0","   1","   0","   0","   0","   9","   7","   1","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 153","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  22","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  27","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  17","   1","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0"," 182","  69","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","  35","   0","   0","   0","   0","   0"
NA,"2375",NA,"   0","   0","   0","   0","   0","   1","   1","   0","   0","   4","   9","   1","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 118","   0","   1","   0","   1","   0","   0","   0","   0","   0","   1","   0","  15","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","  33","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  18","   0","   1","   0","   0","   0","   1","   1","   0","   0","   0","   0","   0","   1"," 207","  81","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","  28","   0","   0","   0","   0","   0"
NA,"2400","   2","   0","   0","   0","   0","   0","   0","   0","   0","   1","   4","  12","   1","   1","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   1","   1","   0","   0","   0","   0","   1","   0"," 125","   0","   0","   0","   0","   0","   0","   0","   0","   2","   2","   0","   9","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  44","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  27","   0","   0","   0","   0","   0","   2","   1","   0","   0","   0","   0","   0","   0"," 187"," 103","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","  27","   1","   0","   0","   0","   0"
NA,"2425",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","  25","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   1","   0"," 106","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  14","   0","   0","   0","   0","   1","   0","   0","   0","   1","   0","   0","   0","  89","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 158"," 104","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  12","   7","   0","   0","   0","   0","   0"
NA,"2450",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  10","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   2","   0"," 101","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  12","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  44","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 114","  60","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   8","  12","   0","   0","   0","   0","   0"
NA,"2475",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","  25","   0","   0","   0","   0","   0","   2","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   4","   0","  76","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  10","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  50","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  91","  89","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   7","  14","   0","   0","   0","   0","   0"
NA,"2500",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","  36","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  19","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   7","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  60","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   1","   0","   0","   0","   0","   0"
NA,"2525",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  11","   0","  19","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  12","   1","   0","   0","   0","   0","   1","   0","   0","   1","   0","   0","   0","   0","  49","  26","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   2","   0","   0","   0","   0","   0"
NA,"2575",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","  11","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   6","   0","  31","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","  10","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  14","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  88","  49","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   3","   2","   0","   0","   0","   0"
NA,"2600",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   2","   0","   0","   0","   0","   2","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","  22","   0","   1","   0","   0","   0","   0","   0","   0","   1","  15","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  13","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  69","  20","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   1","   0","   0","   0","   0","   0"
NA,"2625",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","  23","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  37","  23","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0"
NA,"2675",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   1","   0","   0","   0","   0","   1","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","  10","   0","  26","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   6","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","  48","  17","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0"
NA,"2725",NA,"   0","   0","   1","   0","   0","   0","   0","   0","   0","   6","   6","   0","   3","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0"," 128","   0","   0","   0","   0","   0","   0","   0","   0","   1","   4","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  25","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  32","   9","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   2"," 227","  85","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   8","  22","   2","   0","   0","   0","   0"
NA,"2775","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   3","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   2","   0","  25","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  42","   6","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   2","   0","   0","   0","   0","   0"
NA,"2825",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","  13","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   8","   0"," 157","   0","   0","   0","   0","   0","   0","   0","   0","   1","   1","   0","  12","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","  24","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  29","   0","   0","   0","   0","   0","   1","   2","   0","   0","   0","   0","   0","   1"," 215","  88","   3","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","  54","   1","   0","   0","   0","   0"
NA,"2875",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   5","   1","   1","   0","   0","   0","   1","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   6","   0","   0","   0","   0","   0","   0","   0","   5","   0","  72","   0","   1","   0","   0","   0","   0","   0","   0","   0","   1","   0","   2","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","  11","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  24","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 133","  67","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  21","   3","   0","   0","   0","   0"
NA,"2925",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   4","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","  93","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","  15","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  15","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  18","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 245","  34","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   8","   2","   0","   0","   0","   0"
NA,"2945",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","  33","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  10","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  13","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  56","  18","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","  26","   1","   0","   0","   0","   0"
NA,"2975",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   3","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   4","   0","  79","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  19","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  13","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 101","  43","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  20","   0","   0","   0","   0","   0"
NA,"3075",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   2","   1","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 136","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","  29","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  24","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   8","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0"," 168","  40","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","  14","   0","   0","   0","   0","   0"
NA,"3125",NA,"   0","   0","   1","   0","   0","   1","   0","   0","   0","   9","   2","   0","   0","   0","   0","   1","   8","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   4","   0"," 130","   0","   2","   0","   0","   0","   0","   0","   0","   1","   0","   0","  18","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  32","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  12","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1"," 268","  26","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","  21","   0","   0","   0","   0","   0"
NA,"3150","   2","   1","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   2","   0"," 112","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  16","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","  40","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   7","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 248","  47","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","  24","   0","   0","   0","   0","   0"
NA,"3200","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   9","   3","   0","   0","   0","   0","   0","   6","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   1","   0","   0","   0","   0","   0","   0"," 140","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  13","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  31","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  17","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 214","  50","   6","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  10","  38","   0","   0","   0","   0","   0"
NA,"3225",NA,"   1","   0","   1","   0","   0","   0","   0","   1","   0","   7","   1","   0","   0","   0","   1","   1","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 115","   1","   1","   0","   0","   0","   0","   0","   0","   1","   0","   0","   6","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  37","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  16","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   1"," 236","  61","   5","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","  43","   0","   0","   0","   0","   0"
NA,"3250","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  58","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  12","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  13","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  96","  36","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","  27","   1","   0","   0","   0","   0"
NA,"3300",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","  40","   0","   0","   0","   0","   1","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 127","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   6","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","  21","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  55","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1"," 117","  91","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  13","  14","   0","   0","   0","   0","   0"
NA,"4200",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","  30","   0","   0","   0","   1","   0","   0","   0","   0","   2","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  16","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   8","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0"," 127","  20","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","  28","   1","   0","   0","   0","   0"
NA,"3350",NA,"   1","   0","   0","   0","   0","   0","   0","   0","   0","   4","   4","   1","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","  28","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  20","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","  16","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   1","  83","  17","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","  15","   2","   0","   0","   0","   0"
NA,"3400",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   6","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  75","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   8","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  27","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  11","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0"," 241","  36","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  32","   1","   0","   0","   0","   0"
